,Unnamed: 0,NO_MUNICIPIO_RESIDENCIA,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006,Q027,Mean_notes
644,5101,Guarujá,26.0,M,3,1,8,1,0,,463.2,625.2,469.4,658.3,680.0,2342,A,579.22
208130,1735207,Barueri,17.0,M,1,3,0,1,1,,577.3,623.2,576.8,549.0,760.0,3748,A,617.26
370100,3096298,São Paulo,22.0,M,3,1,3,1,0,,434.9,488.8,451.6,468.9,620.0,2342,A,492.84000000000003
140323,1147880,São Bernardo do Campo,26.0,F,1,1,9,1,0,,486.3,385.1,340.4,492.4,460.0,2811,A,432.84000000000003
308147,2616339,Birigui,17.0,F,3,2,0,2,0,2.0,527.1,597.4,533.4,536.1,700.0,3748,C,578.8
40615,327514,São Paulo,17.0,F,1,2,0,3,0,4.0,530.1,616.9,591.1,613.2,580.0,2342,D,586.26
202540,1688805,Ribeirão Preto,19.0,F,1,1,2,1,0,,696.3,685.5,617.4,737.6,960.0,11244,D,739.3599999999999
638409,5892563,Guarulhos,42.0,F,3,1,11,1,0,,486.0,576.4,533.8,486.7,440.0,937,A,504.58000000000004
523681,4540767,Araras,18.0,M,1,2,0,3,0,4.0,560.7,597.8,573.7,571.3,600.0,3748,D,580.7
203310,1695679,Suzano,19.0,F,1,1,2,1,0,,414.1,457.3,481.9,435.1,440.0,1874,A,445.68
36690,296081,Cabreúva,21.0,F,1,1,3,1,0,,450.9,552.2,579.8,469.6,540.0,1874,A,518.5
130853,1066535,Jacareí,17.0,F,1,2,0,2,0,2.0,516.1,518.8,521.8,569.3,400.0,11244,A,505.2
265834,2233419,Franca,18.0,F,1,2,0,2,0,2.0,567.3,577.5,569.9,546.3,660.0,4685,A,584.2
645154,5987135,Águas de Lindóia,21.0,F,2,1,3,1,0,,568.9,608.5,613.9,701.9,480.0,4685,A,594.6400000000001
499954,4319523,São Paulo,20.0,M,3,1,3,1,0,,570.4,628.2,583.2,586.4,540.0,1405,A,581.64
589353,5268424,Santo André,16.0,F,1,3,0,1,1,,654.4,674.9,635.0,697.5,760.0,2811,E,684.36
548386,4821527,Pedra Bela,21.0,M,3,1,3,1,0,,376.5,469.9,434.5,637.8,560.0,2811,A,495.73999999999995
484742,4160222,São Paulo,39.0,F,3,2,0,2,0,2.0,422.5,441.6,377.6,425.7,480.0,937,A,429.48
182286,1503849,Dumont,18.0,F,1,2,0,2,0,2.0,456.2,466.1,351.2,419.6,440.0,1405,A,426.62
181175,1491436,Marília,20.0,M,1,1,2,1,0,,651.1,662.6,605.6,681.0,880.0,20000,D,696.0600000000001
596388,5342383,São Paulo,30.0,M,1,1,11,1,0,,473.8,475.5,468.1,488.7,440.0,1405,A,469.2200000000001
251744,2112122,São Vicente,18.0,F,1,2,0,2,0,2.0,468.0,397.9,471.4,476.1,540.0,2342,A,470.68
116532,946862,Barueri,21.0,M,1,1,3,1,0,,568.8,640.3,598.5,679.9,520.0,5622,D,601.5
71451,553540,Barretos,21.0,M,1,2,0,2,0,2.0,446.8,488.0,436.7,545.7,560.0,1405,A,495.43999999999994
675475,6418184,Vinhedo,16.0,F,1,3,0,1,1,,520.2,559.8,524.4,627.1,520.0,20000,D,550.3
507011,4388701,Ribeirão Preto,19.0,F,1,1,1,1,0,,573.1,580.6,610.9,484.5,600.0,1405,A,569.8199999999999
69219,537086,Presidente Prudente,17.0,F,3,2,0,2,0,2.0,546.6,543.9,542.5,592.3,620.0,5622,A,569.0600000000001
394238,3310653,Campinas,17.0,F,1,2,0,3,0,4.0,564.0,591.6,562.4,397.1,620.0,11244,D,547.02
192152,1594035,Catanduva,17.0,F,1,2,0,2,0,2.0,450.2,593.4,522.6,529.2,680.0,1874,A,555.0799999999999
583028,5202199,São Paulo,18.0,F,4,1,1,1,0,,581.3,603.2,570.0,793.6,760.0,7496,B,661.62
564136,4998165,Cotia,17.0,M,3,2,0,2,0,2.0,510.4,482.7,564.7,524.3,420.0,2342,A,500.41999999999996
338450,2866744,Americana,17.0,M,1,3,0,1,1,,427.7,503.8,421.3,433.7,480.0,2811,D,453.3
112058,904110,Campinas,24.0,M,1,1,7,1,0,,565.3,636.2,545.8,672.1,480.0,2811,A,579.88
437239,3704648,Hortolândia,34.0,F,5,1,11,1,0,,493.3,495.6,516.3,406.0,560.0,1874,A,494.23999999999995
499211,4311174,São Paulo,19.0,M,1,1,2,1,0,,587.7,650.9,573.5,548.4,560.0,5622,D,584.1
655371,6126704,Presidente Prudente,26.0,M,3,1,9,1,0,,593.4,569.2,546.7,660.1,480.0,1405,A,569.88
455768,3874745,Guarulhos,23.0,M,3,1,4,1,0,,493.1,582.6,574.1,454.3,520.0,3748,A,524.82
384170,3224203,São Paulo,18.0,F,1,1,1,1,0,,587.4,552.8,575.1,568.6,540.0,14055,D,564.78
432692,3662429,São Paulo,17.0,F,2,2,0,2,0,2.0,496.2,401.0,369.2,464.2,400.0,2342,A,426.12000000000006
560494,4956875,Jaguariúna,15.0,F,3,3,0,1,1,,592.7,554.3,585.4,623.1,620.0,7496,D,595.1
19702,165650,Santa Bárbara d'Oeste,17.0,M,1,2,0,2,0,2.0,425.4,470.2,516.4,462.3,440.0,2342,A,462.86
690808,6662044,Rio Claro,18.0,F,4,1,1,1,0,,478.6,583.3,503.3,497.1,600.0,1405,A,532.46
680422,6495040,Taboão da Serra,20.0,F,3,1,3,1,0,,534.3,484.4,501.4,626.0,460.0,937,A,521.22
479650,4098052,Caieiras,17.0,F,3,2,0,2,0,2.0,472.2,503.0,526.6,423.4,520.0,1405,A,489.0400000000001
48928,390381,Araçatuba,17.0,M,1,2,0,3,0,4.0,618.0,599.2,548.0,604.9,740.0,2811,D,622.02
233897,1936244,Ribeirão Preto,17.0,M,1,3,0,1,1,,526.4,491.2,517.1,621.4,440.0,5622,A,519.22
545673,4792944,São Paulo,24.0,M,2,1,6,1,0,,569.1,476.7,540.9,590.7,580.0,1405,A,551.4799999999999
645884,5997841,Osasco,18.0,F,3,1,1,1,0,,478.9,484.9,519.9,562.2,480.0,3748,A,505.17999999999995
104509,817991,Rio Claro,36.0,M,2,1,11,1,0,,511.2,465.1,367.7,403.5,580.0,1405,A,465.5
122522,996483,São Vicente,19.0,F,3,1,2,1,0,,437.3,488.1,532.9,576.6,680.0,1405,A,542.98
640,5075,Araraquara,16.0,F,1,3,0,1,1,,577.4,616.4,594.8,522.8,660.0,1874,A,594.28
328460,2787330,Jaú,19.0,F,1,1,2,1,0,,684.5,629.1,586.3,688.7,720.0,937,A,661.72
327013,2776107,Campinas,17.0,F,0,3,0,1,1,,496.0,466.6,566.7,576.4,500.0,2342,E,521.1400000000001
321803,2735001,Jandira,17.0,M,2,2,0,3,0,4.0,622.9,623.9,562.7,591.2,540.0,9370,D,588.14
487764,4191370,Itapetininga,21.0,M,1,1,3,1,0,,614.1,651.9,601.7,831.6,620.0,20000,D,663.86
605276,5430829,Bauru,18.0,F,1,2,0,3,0,4.0,498.3,601.4,615.3,551.6,680.0,8433,D,589.3199999999999
15198,130531,Mirassol,21.0,M,1,2,0,2,0,2.0,496.8,460.2,400.9,536.2,460.0,2811,A,470.82000000000005
639361,5905341,Jundiaí,16.0,F,1,3,0,1,1,,597.6,560.4,552.6,699.5,660.0,18740,D,614.02
35346,285511,São José dos Campos,17.0,F,1,2,0,3,0,4.0,499.1,614.1,518.1,537.8,580.0,2811,B,549.82
124566,1013385,Ituverava,23.0,F,1,1,6,1,0,,623.4,453.0,577.6,656.9,920.0,4685,A,646.1800000000001
236028,1958959,São Paulo,17.0,F,1,2,0,3,0,4.0,544.2,519.7,545.9,464.5,600.0,18740,D,534.86
619471,5655359,Ilha Solteira,23.0,M,3,1,5,1,0,,488.9,515.4,419.4,430.7,480.0,937,A,466.87999999999994
76547,591007,Mauá,19.0,F,2,1,2,1,0,,489.4,474.9,484.1,532.7,540.0,2342,A,504.2200000000001
117273,953392,Itararé,18.0,F,3,1,1,1,0,,474.1,480.4,527.7,419.6,660.0,1405,A,512.36
529303,4588603,São José do Rio Preto,18.0,F,1,2,0,4,0,,543.6,546.8,600.1,627.9,620.0,6599,A,587.6800000000001
361738,3018299,Suzano,17.0,F,1,2,0,2,0,2.0,400.4,518.8,520.4,439.8,620.0,2811,A,499.87999999999994
324604,2757501,São Paulo,39.0,F,1,1,11,1,0,,755.0,764.1,619.1,693.7,620.0,4685,B,690.3799999999999
320475,2725143,Cruzeiro,23.0,F,1,1,5,1,0,,434.0,598.0,594.3,654.7,720.0,937,B,600.2
521713,4524750,Américo Brasiliense,17.0,M,3,2,0,2,0,2.0,417.0,505.3,363.4,398.5,440.0,1405,A,424.84
242945,2032374,São Paulo,16.0,F,3,3,0,1,1,,514.8,619.6,575.0,692.0,680.0,1405,A,616.28
36668,295910,São José dos Campos,22.0,F,3,1,4,1,0,,477.0,615.8,528.7,511.6,600.0,937,D,546.62
694860,6719340,Poá,22.0,M,1,1,5,1,0,,584.1,623.6,612.6,734.7,600.0,1405,A,631.0
134158,1095996,São Paulo,27.0,F,3,1,8,1,0,,466.5,488.0,510.8,492.6,480.0,937,A,487.58000000000004
438679,3717789,Mairiporã,33.0,M,1,1,11,1,0,,435.6,535.6,483.8,629.7,400.0,1874,A,496.93999999999994
386387,3244195,Itaquaquecetuba,17.0,F,3,2,0,2,0,2.0,454.7,504.5,477.4,377.8,420.0,937,A,446.87999999999994
342424,2893805,São José dos Campos,18.0,F,3,2,0,2,0,2.0,500.0,504.4,521.7,476.6,540.0,2811,A,508.53999999999996
110157,884423,Ribeirão do Sul,18.0,F,1,2,0,2,0,2.0,497.2,473.1,443.0,479.3,560.0,937,A,490.52
77681,599385,São Paulo,15.0,F,1,3,0,1,1,,674.5,659.7,617.7,705.8,740.0,3748,D,679.54
363165,3027337,São Carlos,18.0,M,3,2,0,2,0,2.0,408.1,486.0,465.3,511.0,320.0,3748,A,438.08000000000004
613479,5569789,Ribeirão Pires,22.0,M,3,1,5,1,0,,426.2,522.9,494.5,576.4,340.0,1874,A,472.0
286150,2413401,Araçatuba,17.0,F,1,2,0,2,0,2.0,568.1,532.4,501.1,468.8,440.0,2811,A,502.08000000000004
403926,3388719,Embu-Guaçu,17.0,F,3,2,0,2,0,2.0,621.2,542.4,563.4,508.2,380.0,1405,A,523.04
413792,3465053,Zacarias,18.0,M,1,2,0,2,0,2.0,554.9,519.9,505.1,518.1,420.0,2342,A,503.6
487680,4190559,Carapicuíba,19.0,M,1,2,0,3,0,4.0,437.4,618.4,589.5,572.8,600.0,5622,B,563.62
451557,3837567,São Paulo,16.0,M,1,3,0,1,1,,565.4,579.2,563.6,577.5,620.0,5622,D,581.14
525441,4555706,São Paulo,20.0,F,1,1,2,1,0,,457.6,474.3,404.1,499.6,360.0,937,A,439.12
270537,2271225,São José do Rio Preto,18.0,M,1,2,0,2,0,2.0,554.8,572.7,559.0,527.4,720.0,2342,A,586.78
454282,3862051,Osasco,18.0,F,1,1,1,1,0,,613.3,596.6,572.6,608.1,660.0,4685,E,610.12
164965,1340282,São Paulo,17.0,F,1,2,0,3,0,4.0,500.9,488.8,531.9,629.6,640.0,3748,D,558.24
680971,6503931,São Paulo,25.0,M,3,1,8,1,0,,513.5,552.4,537.4,540.9,500.0,2342,A,528.84
213811,1780624,Casa Branca,17.0,F,3,2,0,2,0,2.0,528.5,608.6,582.9,512.7,640.0,937,B,574.54
498941,4308122,São Paulo,17.0,F,3,2,0,2,0,2.0,425.3,469.3,439.1,446.1,400.0,0,A,435.96000000000004
321538,2733184,Coronel Macedo,55.0,F,2,2,0,2,0,2.0,511.0,588.4,460.4,448.5,500.0,2342,A,501.66
525975,4560332,São José do Rio Preto,15.0,F,1,3,0,1,1,,591.2,588.2,594.1,652.4,700.0,5622,D,625.1800000000001
513056,4446411,Ribeirão Preto,17.0,F,1,2,0,2,0,2.0,595.3,590.7,576.9,561.6,920.0,2811,A,648.9
11631,98134,São Paulo,17.0,M,1,2,0,2,0,2.0,520.9,507.4,517.3,476.8,560.0,5622,A,516.4799999999999
24262,201412,Matão,17.0,F,3,2,0,2,0,2.0,421.6,523.2,475.3,379.4,520.0,937,A,463.9
165131,1341375,São Bernardo do Campo,16.0,F,1,3,0,1,1,,599.9,597.3,581.5,527.8,640.0,7496,D,589.3
695467,6727967,Pirajuí,20.0,F,1,1,3,1,0,,546.1,577.6,568.3,373.1,500.0,937,B,513.02
54110,426407,São Paulo,21.0,M,3,1,1,1,0,,570.8,548.3,540.3,626.4,360.0,1405,A,529.16
415601,3479652,Mairiporã,17.0,F,1,2,0,2,0,2.0,382.5,444.3,451.9,437.8,460.0,1874,A,435.3
613224,5565530,São Paulo,31.0,F,3,1,11,1,0,,578.1,519.6,596.2,528.4,680.0,3748,A,580.46
388803,3266154,Bragança Paulista,18.0,M,1,2,0,3,0,4.0,588.8,509.7,500.8,512.5,540.0,4685,D,530.36
448071,3806856,São Roque,19.0,M,1,1,2,1,0,,637.7,623.0,605.1,682.0,760.0,5622,D,661.5600000000001
371024,3106815,Santo André,28.0,F,3,1,11,1,0,,437.8,440.3,501.8,411.3,540.0,1874,A,466.23999999999995
83920,644828,Itu,24.0,F,1,1,6,1,0,,614.0,647.5,618.8,538.5,620.0,4685,D,607.76
199359,1658808,Sorocaba,17.0,F,1,2,0,3,0,4.0,591.1,612.7,558.7,576.6,660.0,20000,D,599.82
313046,2657364,São Bernardo do Campo,18.0,F,2,1,1,1,0,,389.9,518.6,428.6,539.1,380.0,1405,A,451.23999999999995
470597,4000325,Botucatu,17.0,M,1,2,0,2,0,2.0,520.6,489.2,460.2,690.6,560.0,18740,A,544.12
137002,1121152,São Bernardo do Campo,19.0,F,1,2,0,2,0,2.0,427.6,550.9,557.1,406.2,540.0,1405,A,496.36
634648,5842404,Sorocaba,20.0,M,1,1,2,1,0,,448.9,424.8,479.9,444.4,400.0,3748,A,439.6
314923,2677491,Alumínio,27.0,M,3,1,7,1,0,,488.3,559.6,543.6,580.0,420.0,1405,A,518.3
64617,503333,Carapicuíba,20.0,F,1,1,3,1,0,,398.6,531.5,529.0,617.2,560.0,1405,A,527.26
100454,774396,Mogi das Cruzes,38.0,F,3,1,11,1,0,,552.1,510.2,516.1,406.2,620.0,1874,A,520.9200000000001
689318,6638218,São Paulo,32.0,F,1,1,11,1,0,,482.4,500.3,497.9,445.3,600.0,3748,A,505.17999999999995
207026,1726164,Jaguariúna,19.0,F,2,1,1,1,0,,548.5,564.4,516.6,455.8,600.0,2811,A,537.0600000000001
145204,1185915,Votorantim,35.0,F,3,1,11,1,0,,613.5,490.1,544.2,621.8,480.0,937,C,549.92
239314,1997862,Ubatuba,18.0,M,1,2,0,3,0,4.0,482.2,564.3,532.0,450.4,440.0,8433,D,493.78000000000003
305085,2588339,Piracicaba,18.0,F,1,2,0,2,0,2.0,516.7,541.3,516.7,542.9,440.0,937,A,511.52
346272,2921518,Bauru,19.0,F,1,1,1,1,0,,599.8,612.7,581.7,474.1,740.0,2342,D,601.6600000000001
306469,2600950,São Paulo,23.0,F,3,1,4,1,0,,468.3,438.4,450.6,393.9,380.0,1405,A,426.24000000000007
13526,115067,São Paulo,18.0,M,1,2,0,2,0,2.0,468.1,473.0,415.8,531.4,380.0,2342,A,453.66
80369,619204,São Paulo,17.0,F,1,2,0,2,0,2.0,475.9,522.7,555.2,507.1,760.0,6599,A,564.1800000000001
42861,345055,Mauá,21.0,F,3,1,4,1,0,,523.6,485.4,382.4,450.3,460.0,1405,A,460.34
311733,2647594,São Paulo,17.0,M,3,2,0,3,0,4.0,552.1,613.4,574.4,768.6,660.0,3748,D,633.7
395708,3321841,Presidente Epitácio,21.0,M,1,1,3,1,0,,472.2,537.9,487.6,370.2,600.0,937,A,493.5799999999999
122277,994630,Osasco,18.0,F,3,1,1,1,0,,585.0,558.4,576.2,640.6,640.0,3748,D,600.0400000000001
331709,2813240,Praia Grande,20.0,M,1,1,3,1,0,,480.5,436.5,537.6,463.4,540.0,1405,A,491.6
315993,2688298,Laranjal Paulista,18.0,M,1,2,0,2,0,2.0,545.4,514.5,468.0,484.1,500.0,3748,A,502.4
8099,68468,Cajamar,16.0,M,1,3,0,1,1,,542.6,558.0,515.0,431.2,580.0,11244,D,525.36
158570,1291652,Tietê,20.0,F,1,1,2,1,0,,556.5,539.4,542.9,497.3,520.0,6599,D,531.22
104415,816984,São Paulo,19.0,F,1,1,2,1,0,,525.1,506.3,585.0,590.9,720.0,5622,A,585.46
264483,2222527,Francisco Morato,40.0,F,3,1,11,1,0,,514.9,436.9,519.9,418.8,500.0,2342,A,478.1
126825,1032352,São Carlos,17.0,F,3,2,0,2,0,2.0,383.8,460.9,438.5,379.0,440.0,2811,A,420.43999999999994
321736,2734448,São Paulo,18.0,F,1,2,0,3,0,4.0,649.3,682.5,667.2,801.6,740.0,20000,D,708.12
444099,3771104,Assis,16.0,M,3,3,0,1,1,,597.9,544.5,600.0,617.5,440.0,11244,D,559.98
557088,4916538,Pirassununga,17.0,F,2,2,0,2,0,2.0,511.9,488.1,475.9,407.2,380.0,1405,A,452.62000000000006
387935,3258392,São Paulo,17.0,M,1,2,0,2,0,2.0,492.3,510.7,504.8,599.2,580.0,1405,A,537.4
407250,3414750,São Paulo,18.0,F,1,2,0,2,0,2.0,383.5,556.6,557.9,526.3,480.0,2811,A,500.86
678335,6461734,Barueri,19.0,F,3,1,1,1,0,,605.4,600.9,562.0,591.5,520.0,2342,A,575.96
47853,382645,Poá,16.0,M,2,3,0,1,1,,487.4,519.4,535.5,601.7,560.0,9370,A,540.8
684861,6565878,Registro,18.0,F,1,1,1,1,0,,396.5,504.9,529.7,432.8,440.0,1405,B,460.7799999999999
548057,4818090,Taubaté,17.0,F,2,2,0,2,0,2.0,570.6,499.9,489.3,356.4,560.0,937,A,495.23999999999995
552827,4868051,São Paulo,18.0,M,3,2,0,2,0,2.0,547.2,526.0,536.7,554.1,680.0,2811,A,568.8
322391,2739566,Rubinéia,17.0,F,1,2,0,2,0,2.0,535.3,598.9,612.7,598.0,600.0,1405,A,588.9799999999999
542428,4753629,Carapicuíba,17.0,M,1,2,0,2,0,2.0,484.7,569.0,313.9,495.0,380.0,2342,A,448.52
439802,3728842,São Miguel Arcanjo,17.0,F,1,3,0,1,1,,487.2,411.4,379.8,562.9,380.0,937,A,444.25999999999993
18178,153901,São Bernardo do Campo,18.0,M,3,1,1,1,0,,457.2,493.3,492.4,562.4,480.0,1405,A,497.06000000000006
389052,3268373,São Paulo,17.0,M,0,2,0,2,0,2.0,429.2,458.6,316.0,354.0,560.0,1874,A,423.56000000000006
286414,2416012,Osasco,27.0,F,1,1,10,1,0,,531.6,384.7,564.6,450.5,600.0,4685,A,506.28000000000003
372515,3121833,Sorocaba,48.0,F,2,1,11,1,0,,443.4,575.8,543.7,469.7,440.0,2811,A,494.5200000000001
56783,445647,São Paulo,23.0,F,3,1,6,1,0,,514.6,564.2,599.4,513.9,580.0,1405,A,554.4200000000001
625155,5724663,Presidente Epitácio,17.0,M,1,2,0,2,0,2.0,458.6,541.5,522.6,573.0,680.0,1874,A,555.14
212700,1771884,Taubaté,21.0,M,1,1,2,1,0,,468.1,412.4,414.0,365.8,440.0,1405,A,420.06000000000006
479222,4091840,Campinas,17.0,F,1,2,0,2,0,2.0,475.0,524.0,528.0,558.5,560.0,3748,A,529.1
304637,2584575,Vargem Grande Paulista,17.0,F,3,2,0,2,0,2.0,438.3,415.3,442.9,391.2,480.0,2342,A,433.53999999999996
92115,709511,São Caetano do Sul,19.0,F,1,1,2,1,0,,720.1,672.9,622.3,769.5,740.0,11244,D,704.96
655732,6131570,Itararé,16.0,M,1,3,0,1,1,,391.6,480.6,485.2,682.5,500.0,5622,D,507.98
75051,579871,Sorocaba,20.0,F,5,1,2,1,0,,449.5,395.6,395.1,421.0,340.0,2342,A,400.24
468985,3986251,Serra Azul,17.0,F,3,2,0,3,0,4.0,540.6,405.0,514.2,494.8,540.0,3748,D,498.9200000000001
136731,1118654,Mogi das Cruzes,17.0,F,1,2,0,3,0,4.0,483.7,549.0,550.1,678.4,560.0,2342,E,564.24
66767,519065,Ribeirão Preto,24.0,M,1,1,5,1,0,,523.8,483.6,512.1,566.3,400.0,2811,A,497.16
195014,1618966,Carapicuíba,31.0,F,2,1,11,1,0,,558.7,420.8,528.6,451.7,480.0,1405,A,487.96000000000004
628649,5767264,Nova Europa,16.0,F,1,3,0,1,1,,503.6,594.4,548.0,466.3,580.0,1405,A,538.46
280535,2351710,Roseira,17.0,F,1,2,0,2,0,2.0,566.2,591.9,525.7,670.9,640.0,2342,A,598.9399999999999
58451,457738,Araraquara,18.0,M,1,1,1,1,0,,677.9,631.6,637.0,666.1,760.0,6599,E,674.52
373409,3130146,São Paulo,18.0,F,1,2,0,2,0,2.0,505.0,367.6,393.0,418.0,200.0,3748,A,376.71999999999997
672025,6363740,São Simão,18.0,M,1,1,1,1,0,,571.6,576.5,500.3,574.2,480.0,1405,A,540.52
120618,981173,Monte Azul Paulista,18.0,F,1,1,1,1,0,,651.1,610.6,553.2,527.2,780.0,3748,D,624.4200000000001
605058,5427846,Ribeirão Preto,16.0,F,1,3,0,1,1,,507.1,560.9,552.2,602.6,600.0,3748,A,564.5600000000001
402857,3379741,São Paulo,27.0,M,1,1,10,1,0,,526.3,498.7,560.6,503.7,440.0,4685,A,505.85999999999996
522189,4528716,Bragança Paulista,18.0,M,1,2,0,2,0,2.0,487.6,606.4,561.5,590.7,680.0,1405,A,585.24
181989,1500673,Taquaritinga,18.0,F,3,2,0,2,0,2.0,449.6,544.0,511.8,458.6,460.0,937,A,484.8
401713,3370178,São Paulo,17.0,F,4,2,0,3,0,4.0,568.2,629.3,609.9,716.5,700.0,1874,D,644.78
218510,1816399,São Bernardo do Campo,18.0,F,3,2,0,2,0,2.0,511.9,569.8,540.5,483.6,400.0,1874,A,501.15999999999997
32994,266834,Santos,18.0,M,1,1,1,1,0,,592.1,645.8,604.7,641.8,900.0,1874,A,676.88
557173,4917530,São Paulo,19.0,M,1,1,1,1,0,,511.3,507.6,372.5,520.0,420.0,1405,A,466.28000000000003
281251,2358289,Pederneiras,19.0,F,3,1,1,1,0,,592.7,635.8,612.9,570.7,680.0,2342,A,618.4200000000001
463883,3945270,Mairiporã,17.0,M,1,2,0,3,0,4.0,693.3,640.7,537.0,813.4,540.0,20000,D,644.88
187641,1555742,Santa Lúcia,17.0,F,3,2,0,2,0,2.0,477.9,476.0,486.5,435.9,480.0,1874,A,471.26000000000005
394193,3310380,São José do Rio Preto,42.0,F,2,1,11,1,0,,564.7,481.6,530.6,458.0,460.0,2342,A,498.98
313760,2663788,São Bernardo do Campo,17.0,F,1,2,0,3,0,4.0,659.0,614.9,587.9,727.0,660.0,1405,D,649.76
514702,4461038,Cabreúva,17.0,M,3,2,0,2,0,2.0,410.2,474.7,453.4,387.5,400.0,1405,A,425.16
314572,2673555,Vinhedo,18.0,F,4,1,1,1,0,,571.8,594.5,596.8,651.0,640.0,2811,E,610.8199999999999
325083,2761127,Ferraz de Vasconcelos,17.0,F,3,2,0,2,0,2.0,517.1,484.4,530.6,463.1,560.0,1874,A,511.03999999999996
19389,163338,Santo André,17.0,M,3,2,0,2,0,2.0,481.6,551.4,535.6,585.5,560.0,1405,A,542.8199999999999
163868,1332422,São Paulo,17.0,F,1,2,0,3,0,4.0,573.7,641.4,598.2,644.8,860.0,18740,D,663.62
280275,2349290,Praia Grande,21.0,M,3,1,2,1,0,,405.8,434.7,456.5,367.9,380.0,1405,A,408.98
188290,1561745,Várzea Paulista,17.0,M,1,2,0,2,0,2.0,613.6,614.9,558.9,726.8,600.0,4685,A,622.8399999999999
431607,3652118,Engenheiro Coelho,17.0,F,1,2,0,3,0,4.0,696.9,632.2,653.1,798.5,860.0,11244,E,728.14
369668,3091346,Cotia,20.0,F,1,1,3,1,0,,559.5,490.9,548.2,434.8,640.0,1405,A,534.6800000000001
558526,4933971,São Paulo,18.0,M,3,2,0,2,0,2.0,570.6,610.1,590.7,673.7,620.0,20000,A,613.0200000000001
345771,2918054,Franco da Rocha,22.0,M,2,1,1,1,0,,540.6,555.0,525.8,506.0,740.0,1405,A,573.4799999999999
140393,1148457,Araras,17.0,F,1,2,0,3,0,4.0,692.6,694.3,591.9,785.4,860.0,20000,D,724.84
519665,4506154,São Paulo,18.0,F,1,2,0,3,0,4.0,413.1,531.7,469.6,414.1,580.0,937,E,481.7
135932,1111809,Charqueada,19.0,F,1,1,1,1,0,,629.3,658.0,602.7,539.8,640.0,5622,C,613.96
37925,306156,Mogi Guaçu,17.0,F,1,2,0,2,0,2.0,535.6,561.8,514.5,430.8,520.0,1405,A,512.54
587336,5247682,Itu,17.0,M,1,2,0,2,0,2.0,525.0,561.4,590.1,589.2,580.0,2342,A,569.14
627406,5752300,Marília,17.0,F,1,1,1,1,0,,452.9,423.3,489.0,410.6,460.0,2811,A,447.16
572854,5091510,Mogi das Cruzes,19.0,F,2,1,2,1,0,,488.7,498.7,507.7,551.9,380.0,1405,A,485.4
414221,3468570,Jales,19.0,M,1,1,2,1,0,,526.4,640.9,559.0,665.3,840.0,4685,D,646.3199999999999
349651,2945359,Sorocaba,30.0,M,1,1,11,1,0,,555.9,522.3,448.3,523.4,280.0,937,A,465.9799999999999
145988,1191979,São Paulo,17.0,M,1,2,0,2,0,2.0,533.6,550.6,569.0,564.1,540.0,0,A,551.46
358431,2999089,São Paulo,16.0,F,1,3,0,1,1,,639.2,673.1,629.0,666.2,480.0,18740,D,617.5
403048,3381267,Ribeirão Preto,18.0,M,1,2,0,3,0,4.0,649.2,637.1,630.2,641.4,600.0,5622,D,631.58
122067,992891,Sorocaba,19.0,F,4,1,2,1,0,,425.2,487.8,503.3,463.9,660.0,1405,A,508.03999999999996
72808,563627,Osasco,52.0,F,1,1,2,1,0,,393.8,405.8,329.1,379.0,360.0,1405,A,373.54
192151,1594032,Guarulhos,22.0,M,3,2,0,2,0,2.0,459.6,483.7,406.8,459.8,580.0,2342,A,477.9799999999999
154739,1261959,São Paulo,18.0,F,3,2,0,2,0,2.0,506.4,508.1,536.9,447.2,560.0,1874,A,511.7200000000001
491635,4229334,Barretos,18.0,M,1,1,1,1,0,,458.0,601.4,554.5,654.5,560.0,9370,D,565.6800000000001
352273,2962102,Birigui,18.0,F,1,1,1,1,0,,489.5,584.8,560.4,459.2,720.0,937,A,562.78
628383,5764329,São Paulo,16.0,M,1,3,0,1,1,,656.4,655.1,603.0,777.5,700.0,7496,E,678.4
456074,3877650,São Paulo,40.0,M,3,1,1,1,0,,523.7,393.0,509.5,414.7,260.0,2811,A,420.18
276120,2313946,São Paulo,18.0,F,3,1,1,1,0,,383.9,530.3,475.3,510.3,620.0,1405,A,503.96000000000004
258451,2172919,São João da Boa Vista,18.0,F,3,1,1,1,0,,481.2,497.9,472.6,400.3,540.0,1405,A,478.4
74238,573855,Mauá,17.0,M,1,2,0,3,0,4.0,658.6,660.4,559.7,750.7,320.0,14055,D,589.88
188035,1559618,Salto,19.0,F,3,1,2,1,0,,570.1,529.6,577.9,407.0,740.0,4685,A,564.92
212591,1771117,Itatinga,18.0,M,3,2,0,2,0,2.0,469.6,552.9,452.5,522.1,460.0,1874,A,491.41999999999996
315058,2679075,Carapicuíba,23.0,F,3,1,6,1,0,,440.8,619.9,572.0,516.0,680.0,1405,A,565.74
355615,2982122,São Paulo,16.0,F,1,3,0,1,1,,582.6,617.1,597.8,667.3,600.0,20000,D,612.96
